Type,Product,Started Date,Completed Date,Description,Amount,Currency,State,Balance,Month,Category
Card payment,Current,2024-03-19,2024-03-20,100 Montaditos,-64.95,EUR,Completed,-23250.18,,Dining
Card payment,Current,2024-03-19,2024-03-20,Burger King,-33.96,EUR,Completed,-24786.29,,Dining
Card payment,Current,2024-03-19,2024-03-20,Óptica,-106.14,EUR,Completed,-21559.94,,Health
Card payment,Current,2024-03-19,2024-03-20,Farmacia,-63.47,EUR,Completed,-18197.66,,Health
Card payment,Current,2024-03-20,2024-03-21,Booking.com,-84.43,EUR,Completed,-24262.74,,Travel
Card payment,Current,2024-03-20,2024-03-21,Airbnb,-100.4,EUR,Completed,-5202.67,2024-03,Travel
Card payment,Current,2024-03-20,2024-03-21,Zara,-7.04,EUR,Completed,-24439.19,,Clothing
Card payment,Current,2024-03-21,2024-03-22,Burger King,-100.18,EUR,Completed,-25956.28,,Dining
Card payment,Current,2024-03-21,2024-03-22,Mercadona,-122.68,EUR,Completed,-25389.21,,Groceries
Card payment,Current,2024-03-21,2024-03-22,Amazon,-52.26,EUR,Completed,-4516.58,2024-03,Shopping
Card payment,Current,2024-03-21,2024-03-22,Burger King,-78.41,EUR,Completed,-25266.53,,Dining
Card payment,Current,2024-03-22,2024-03-23,Fnac,-6.85,EUR,Completed,-24972.87,,Shopping
Card payment,Current,2024-03-22,2024-03-23,Ryanair,-23.37,EUR,Completed,-5656.8,2024-03,Travel
Card payment,Current,2024-03-22,2024-03-23,Farmacia,-27.91,EUR,Completed,-18134.19,,Health
Card payment,Current,2024-03-22,2024-03-23,Airbnb,-106.78,EUR,Completed,-26565.51,,Travel
Card payment,Current,2024-03-22,2024-03-23,Netflix,-120.02,EUR,Completed,-20542,,Entertainment
Card payment,Current,2024-03-22,2024-03-23,Burger King,-54.58,EUR,Completed,-26993.59,,Dining
Card payment,Current,2024-03-22,2024-03-23,Ryanair,-130.85,EUR,Completed,-24432.15,,Travel
Card payment,Current,2024-03-22,2024-03-23,Airbnb,-19.67,EUR,Completed,-21356.16,,Travel
Card payment,Current,2024-03-23,2024-03-24,Burger King,-136.39,EUR,Completed,-19489.39,,Dining
Card payment,Current,2024-03-23,2024-03-24,Carrefour,-14.37,EUR,Completed,-4169.07,2024-03,Groceries
Card payment,Current,2024-03-23,2024-03-24,Mercadona,-20.81,EUR,Completed,-24868.11,,Groceries
Card payment,Current,2024-03-24,2024-03-25,Dentista,-117.15,EUR,Completed,-22531.62,,Health
Card payment,Current,2024-03-24,2024-03-25,Burger King,-23.72,EUR,Completed,-4809.68,2024-03,Dining
Card payment,Current,2024-03-25,2024-03-26,McDonald's,-9.59,EUR,Completed,-21993.4,,Dining
Card payment,Current,2024-03-25,2024-03-26,Spotify,-56.6,EUR,Completed,-22414.47,,Entertainment
Card payment,Current,2024-03-25,2024-03-26,Spotify,-29.94,EUR,Completed,-22888.19,,Entertainment
Card payment,Current,2024-03-25,2024-03-26,Amazon,-119.46,EUR,Completed,-25092.33,,Shopping
Card payment,Current,2024-03-26,2024-03-27,Farmacia,-146.91,EUR,Completed,-22678.53,,Health
Card payment,Current,2024-03-26,2024-03-27,100 Montaditos,-78.55,EUR,Completed,-22096.98,,Dining
Card payment,Current,2024-03-26,2024-03-27,Spotify,-114.86,EUR,Completed,-27108.45,,Entertainment
Card payment,Current,2024-03-26,2024-03-27,Zara,-134.23,EUR,Completed,-26458.73,,Clothing
Card payment,Current,2024-03-26,2024-03-27,Óptica,-49.91,EUR,Completed,-18810.08,,Health
Card payment,Current,2024-03-27,2024-03-28,Booking.com,-139.29,EUR,Completed,-5861.14,2024-03,Travel
Card payment,Current,2024-03-27,2024-03-28,Dentista,-57.81,EUR,Completed,-26820.87,,Health
Card payment,Current,2024-03-27,2024-03-28,Airbnb,-117.96,EUR,Completed,-21090.43,,Travel
Card payment,Current,2024-03-27,2024-03-28,Farmacia,-61.76,EUR,Completed,-19785.93,,Health
Card payment,Current,2024-03-27,2024-03-28,Ryanair,-126.12,EUR,Completed,-5328.79,2024-03,Travel
Card payment,Current,2024-03-27,2024-03-28,Fnac,-8.23,EUR,Completed,-18725.41,,Shopping
Card payment,Current,2024-03-27,2024-03-28,Spotify,-102.22,EUR,Completed,-19683.75,,Entertainment
Card payment,Current,2024-03-27,2024-03-28,Metro de Madrid,-95.79,EUR,Completed,-25188.12,,Transport
Card payment,Current,2024-03-27,2024-03-28,100 Montaditos,-102.3,EUR,Completed,-4464.32,2024-03,Dining
Card payment,Current,2024-03-28,2024-03-29,Zara,-59.02,EUR,Completed,-20601.02,,Clothing
Card payment,Current,2024-03-28,2024-03-29,Fnac,-88.74,EUR,Completed,-26220.69,,Shopping
Card payment,Current,2024-03-28,2024-03-29,Burger King,-64.05,EUR,Completed,-17981.43,,Dining
Card payment,Current,2024-03-28,2024-03-29,Airbnb,-24.62,EUR,Completed,-23804.91,,Travel
