Type,Product,Started Date,Completed Date,Description,Amount,Currency,State,Balance,Month,Category
Card payment,Current,2024-06-26,2024-06-27,Zara,-30.84,EUR,Completed,-37099.73,,Clothing
Card payment,Current,2024-06-26,2024-06-27,Steam,-55.52,EUR,Completed,-37722.52,,Entertainment
Card payment,Current,2024-06-27,2024-06-28,Booking.com,-54.82,EUR,Completed,-37361.39,,Travel
Card payment,Current,2024-06-27,2024-06-28,Netflix,-51.82,EUR,Completed,-35576.33,,Entertainment
Card payment,Current,2024-06-27,2024-06-28,Carrefour,-34.54,EUR,Completed,-39131.06,,Groceries
Card payment,Current,2024-06-27,2024-06-28,Airbnb,-3.73,EUR,Completed,-37981.06,,Travel
Card payment,Current,2024-06-28,2024-06-29,Booking.com,-38.27,EUR,Completed,-39204.4,,Travel
Card payment,Current,2024-06-28,2024-06-29,Zara,-41.85,EUR,Completed,-36917.84,,Clothing
Card payment,Current,2024-06-28,2024-06-29,Spotify,-56.12,EUR,Completed,-37306.57,,Entertainment
Card payment,Current,2024-06-28,2024-06-29,Steam,-5.91,EUR,Completed,-38707.54,,Entertainment
