Type,Product,Started Date,Completed Date,Description,Amount,Currency,State,Balance,Month,Category
Card payment,Current,2024-01-07,2024-01-08,100 Montaditos,-95.21,EUR,Completed,667.92,2024-01,Dining
Card payment,Current,2024-01-07,2024-01-08,100 Montaditos,-57.61,EUR,Completed,-4731.6,2024-01,Dining
Card payment,Current,2024-01-07,2024-01-08,100 Montaditos,-57.5,EUR,Completed,1627.7,2024-01,Dining
Card payment,Current,2024-01-07,2024-01-08,Farmacia,-57.29,EUR,Completed,1201.73,2024-01,Health
Card payment,Current,2024-01-07,2024-01-08,Dentista,-28.74,EUR,Completed,-6288.21,2024-01,Health
Card payment,Current,2024-01-07,2024-01-08,Mercadona,-141.77,EUR,Completed,-3825.67,2024-01,Groceries
Card payment,Current,2024-01-07,2024-01-08,Steam,-24.94,EUR,Completed,-4756.54,2024-01,Entertainment
Card payment,Current,2024-01-07,2024-01-08,100 Montaditos,-94.87,EUR,Completed,-6545.13,2024-01,Dining
Card payment,Current,2024-01-08,2024-01-09,Burger King,-54.73,EUR,Completed,-4866.36,2024-01,Dining
Card payment,Current,2024-01-08,2024-01-09,Ryanair,-61.79,EUR,Completed,-7981.87,2024-01,Travel
Card payment,Current,2024-01-08,2024-01-09,Carrefour,-13.79,EUR,Completed,-1717.74,2024-01,Groceries
Card payment,Current,2024-01-08,2024-01-09,Metro de Madrid,-34.13,EUR,Completed,-5815.77,2024-01,Transport
Card payment,Current,2024-01-08,2024-01-09,Amazon,-95.16,EUR,Completed,-2541.05,2024-01,Shopping
Card payment,Current,2024-01-08,2024-01-09,Dentista,-94.95,EUR,Completed,763.13,2024-01,Health
Card payment,Current,2024-01-08,2024-01-09,Cabify,-8.92,EUR,Completed,1685.2,2024-01,Transport
Card payment,Current,2024-01-08,2024-01-09,Óptica,-53.34,EUR,Completed,597.05,2024-01,Health
Card payment,Current,2024-01-08,2024-01-09,Airbnb,-26.4,EUR,Completed,-1441.13,2024-01,Travel
Card payment,Current,2024-01-08,2024-01-09,Dentista,-49.61,EUR,Completed,-7235.03,2024-01,Health
Card payment,Current,2024-01-08,2024-01-09,Farmacia,-98.84,EUR,Completed,478.33,2024-01,Health
Card payment,Current,2024-01-09,2024-01-10,Booking.com,-48.26,EUR,Completed,-3131.27,2024-01,Travel
Card payment,Current,2024-01-09,2024-01-10,Booking.com,-38.13,EUR,Completed,-1381.2,2024-01,Travel
Card payment,Current,2024-01-09,2024-01-10,Fnac,-44.52,EUR,Completed,-5781.64,2024-01,Shopping
Card payment,Current,2024-01-09,2024-01-10,Carrefour,-45.21,EUR,Completed,22.16,2024-01,Groceries
Card payment,Current,2024-01-09,2024-01-10,Óptica,-16.7,EUR,Completed,-721.56,2024-01,Health
Card payment,Current,2024-01-09,2024-01-10,Carrefour,-26.46,EUR,Completed,-6025.09,2024-01,Groceries
Card payment,Current,2024-01-09,2024-01-10,100 Montaditos,-14.67,EUR,Completed,-5315.7,2024-01,Dining
Card payment,Current,2024-01-09,2024-01-10,Netflix,-41.51,EUR,Completed,-1482.64,2024-01,Entertainment
Card payment,Current,2024-01-09,2024-01-10,Netflix,-55.09,EUR,Completed,-4811.63,2024-01,Entertainment
Card payment,Current,2024-01-09,2024-01-10,Booking.com,-31.77,EUR,Completed,-1134.62,2024-01,Travel
Card payment,Current,2024-01-10,2024-01-11,Metro de Madrid,-28.78,EUR,Completed,-5844.55,2024-01,Transport
Card payment,Current,2024-01-10,2024-01-11,Spotify,-14.03,EUR,Completed,951.27,2024-01,Entertainment
Card payment,Current,2024-01-10,2024-01-11,Amazon,-54.38,EUR,Completed,1694.12,2024-01,Shopping
Card payment,Current,2024-01-11,2024-01-12,Ryanair,-56.45,EUR,Completed,-1269.31,2024-01,Travel
Card payment,Current,2024-01-11,2024-01-12,Burger King,-38.45,EUR,Completed,1857.17,2024-01,Dining
Card payment,Current,2024-01-11,2024-01-12,Dentista,-62.57,EUR,Completed,888.7,2024-01,Health
Card payment,Current,2024-01-11,2024-01-12,100 Montaditos,-100.85,EUR,Completed,-8341.58,2024-01,Dining
Card payment,Current,2024-01-11,2024-01-12,Zara,-74.13,EUR,Completed,-7794.11,2024-01,Clothing
Card payment,Current,2024-01-11,2024-01-12,Dentista,-45.28,EUR,Completed,-894.36,2024-01,Health
Card payment,Current,2024-01-11,2024-01-12,Burger King,-84.76,EUR,Completed,-4357.0,2024-01,Dining
Card payment,Current,2024-01-11,2024-01-12,Burger King,-120.95,EUR,Completed,-3601.84,2024-01,Dining
Card payment,Current,2024-01-11,2024-01-12,Metro de Madrid,-5.34,EUR,Completed,1451.5,2024-01,Transport
Card payment,Current,2024-01-11,2024-01-12,100 Montaditos,-50.1,EUR,Completed,-1532.74,2024-01,Dining
Card payment,Current,2024-01-11,2024-01-12,100 Montaditos,-55.0,EUR,Completed,-4978.75,2024-01,Dining
Card payment,Current,2024-01-11,2024-01-12,Steam,-49.92,EUR,Completed,-5425.21,2024-01,Entertainment
Card payment,Current,2024-01-11,2024-01-12,Netflix,-30.83,EUR,Completed,-6879.23,2024-01,Entertainment
Card payment,Current,2024-01-11,2024-01-12,Netflix,-50.24,EUR,Completed,1806.93,2024-01,Entertainment
Card payment,Current,2024-01-12,2024-01-13,Airbnb,-38.65,EUR,Completed,-5562.64,2024-01,Travel
Card payment,Current,2024-01-12,2024-01-13,Carrefour,-27.81,EUR,Completed,-785.53,2024-01,Groceries
Card payment,Current,2024-01-12,2024-01-13,Airbnb,-85.92,EUR,Completed,-425.4,2024-01,Travel
Card payment,Current,2024-01-12,2024-01-13,Zara,-8.97,EUR,Completed,-4648.76,2024-01,Clothing
Card payment,Current,2024-01-12,2024-01-13,McDonald's,-131.49,EUR,Completed,-6715.29,2024-01,Dining
Card payment,Current,2024-01-12,2024-01-13,Mercadona,-132.09,EUR,Completed,346.24,2024-01,Groceries
Card payment,Current,2024-01-12,2024-01-13,Zara,-28.09,EUR,Completed,-6316.3,2024-01,Clothing
Card payment,Current,2024-01-12,2024-01-13,Mercadona,-43.78,EUR,Completed,-5998.63,2024-01,Groceries
Card payment,Current,2024-01-12,2024-01-13,Zara,-56.74,EUR,Completed,-1090.72,2024-01,Clothing
Card payment,Current,2024-01-12,2024-01-13,Spotify,-9.06,EUR,Completed,-7920.08,2024-01,Entertainment
Card payment,Current,2024-01-13,2024-01-14,Cabify,-66.88,EUR,Completed,67.37,2024-01,Transport
Card payment,Current,2024-01-13,2024-01-14,Steam,-49.5,EUR,Completed,-5248.94,2024-01,Entertainment
Card payment,Current,2024-01-13,2024-01-14,Fnac,-30.99,EUR,Completed,-1900.37,2024-01,Shopping
Card payment,Current,2024-01-13,2024-01-14,Netflix,-42.62,EUR,Completed,1395.09,2024-01,Entertainment
Card payment,Current,2024-01-14,2024-01-15,Uber,-49.8,EUR,Completed,-6096.5,2024-01,Transport
Card payment,Current,2024-01-14,2024-01-15,100 Montaditos,-53.12,EUR,Completed,-5478.33,2024-01,Dining
Card payment,Current,2024-01-14,2024-01-15,Zara,-10.22,EUR,Completed,-4988.97,2024-01,Clothing
Card payment,Current,2024-01-14,2024-01-15,Spotify,-47.7,EUR,Completed,-5664.38,2024-01,Entertainment
Card payment,Current,2024-01-14,2024-01-15,Lidl,-98.34,EUR,Completed,-8166.25,2024-01,Groceries
Card payment,Current,2024-01-15,2024-01-16,Ryanair,-73.44,EUR,Completed,-4047.3,2024-01,Travel
Card payment,Current,2024-01-15,2024-01-16,Ryanair,-76.82,EUR,Completed,-7029.31,2024-01,Travel
Card payment,Current,2024-01-15,2024-01-16,Uber,-35.97,EUR,Completed,-6132.47,2024-01,Transport
Card payment,Current,2024-01-15,2024-01-16,Ryanair,-8.99,EUR,Completed,-5257.93,2024-01,Travel
Card payment,Current,2024-01-15,2024-01-16,Airbnb,-149.63,EUR,Completed,-704.86,2024-01,Travel
Card payment,Current,2024-01-15,2024-01-16,Óptica,-41.14,EUR,Completed,-1175.76,2024-01,Health
Card payment,Current,2024-01-15,2024-01-16,Fnac,-130.85,EUR,Completed,-3071.0,2024-01,Shopping
Card payment,Current,2024-01-16,2024-01-17,Mercadona,-17.53,EUR,Completed,650.39,2024-01,Groceries
Card payment,Current,2024-01-16,2024-01-17,Burger King,-77.7,EUR,Completed,268.54,2024-01,Dining
Card payment,Current,2024-01-16,2024-01-17,Ryanair,-2.8,EUR,Completed,-6319.1,2024-01,Travel
Card payment,Current,2024-01-16,2024-01-17,McDonald's,-22.2,EUR,Completed,-1833.74,2024-01,Dining
Card payment,Current,2024-01-16,2024-01-17,McDonald's,-37.7,EUR,Completed,1590.0,2024-01,Dining
Card payment,Current,2024-01-16,2024-01-17,Airbnb,-148.19,EUR,Completed,-3973.86,2024-01,Travel
Card payment,Current,2024-01-16,2024-01-17,Netflix,-131.17,EUR,Completed,-4178.47,2024-01,Entertainment
Card payment,Current,2024-01-16,2024-01-17,Booking.com,-30.87,EUR,Completed,-231.86,2024-01,Travel
Card payment,Current,2024-01-16,2024-01-17,Fnac,-39.53,EUR,Completed,-6219.1,2024-01,Shopping
Card payment,Current,2024-01-16,2024-01-17,Farmacia,-130.17,EUR,Completed,-7523.72,2024-01,Health
Card payment,Current,2024-01-16,2024-01-17,Fnac,-2.5,EUR,Completed,-6358.25,2024-01,Shopping
Card payment,Current,2024-01-17,2024-01-18,Óptica,-135.53,EUR,Completed,-2315.25,2024-01,Health
Card payment,Current,2024-01-17,2024-01-18,Uber,-22.14,EUR,Completed,-849.08,2024-01,Transport
Card payment,Current,2024-01-17,2024-01-18,Uber,-12.01,EUR,Completed,-3083.01,2024-01,Transport
Card payment,Current,2024-01-17,2024-01-18,Airbnb,-129.83,EUR,Completed,-555.23,2024-01,Travel
Card payment,Current,2024-01-17,2024-01-18,Airbnb,-19.55,EUR,Completed,-6952.49,2024-01,Travel
Card payment,Current,2024-01-17,2024-01-18,Ryanair,-44.32,EUR,Completed,-1944.69,2024-01,Travel
Card payment,Current,2024-01-17,2024-01-18,Uber,-2.05,EUR,Completed,1539.19,2024-01,Transport
Card payment,Current,2024-01-17,2024-01-18,Ryanair,-46.98,EUR,Completed,-5954.85,2024-01,Travel
Card payment,Current,2024-01-17,2024-01-18,McDonald's,-11.61,EUR,Completed,-5874.43,2024-01,Dining
Card payment,Current,2024-01-18,2024-01-19,Lidl,-41.52,EUR,Completed,-8383.1,2024-01,Groceries
Card payment,Current,2024-01-18,2024-01-19,Dentista,-57.81,EUR,Completed,-1033.98,2024-01,Health
Card payment,Current,2024-01-18,2024-01-19,Burger King,-12.13,EUR,Completed,-1102.85,2024-01,Dining
Card payment,Current,2024-01-18,2024-01-19,Óptica,-25.34,EUR,Completed,-7054.65,2024-01,Health
Card payment,Current,2024-01-18,2024-01-19,Dentista,-25.23,EUR,Completed,-4673.99,2024-01,Health
Card payment,Current,2024-01-18,2024-01-19,Metro de Madrid,-58.63,EUR,Completed,-1811.54,2024-01,Transport
Card payment,Current,2024-01-18,2024-01-19,Amazon,-135.13,EUR,Completed,-2134.63,2024-01,Shopping
Card payment,Current,2024-01-18,2024-01-19,100 Montaditos,-36.65,EUR,Completed,-6355.75,2024-01,Dining
Card payment,Current,2024-01-19,2024-01-20,Booking.com,-107.62,EUR,Completed,-339.48,2024-01,Travel
Card payment,Current,2024-01-19,2024-01-20,Metro de Madrid,-74.48,EUR,Completed,-8240.73,2024-01,Transport
Card payment,Current,2024-01-19,2024-01-20,Dentista,-45.23,EUR,Completed,-200.99,2024-01,Health
Card payment,Current,2024-01-20,2024-01-21,Spotify,-13.79,EUR,Completed,1437.71,2024-01,Entertainment
Card payment,Current,2024-01-20,2024-01-21,Lidl,-15.12,EUR,Completed,-5004.09,2024-01,Groceries
Card payment,Current,2024-01-20,2024-01-21,Netflix,-43.1,EUR,Completed,-5301.03,2024-01,Entertainment
Card payment,Current,2024-01-21,2024-01-22,Dentista,-53.71,EUR,Completed,-6932.94,2024-01,Health
Card payment,Current,2024-01-21,2024-01-22,Zara,-108.33,EUR,Completed,-3365.95,2024-01,Clothing
Card payment,Current,2024-01-21,2024-01-22,Burger King,-28.73,EUR,Completed,239.81,2024-01,Dining
Card payment,Current,2024-01-21,2024-01-22,100 Montaditos,-118.33,EUR,Completed,-2687.66,2024-01,Dining
Card payment,Current,2024-01-21,2024-01-22,Metro de Madrid,-38.67,EUR,Completed,-6583.8,2024-01,Transport
Card payment,Current,2024-01-21,2024-01-22,Steam,-51.21,EUR,Completed,-5055.3,2024-01,Entertainment
Card payment,Current,2024-01-21,2024-01-22,Metro de Madrid,-39.98,EUR,Completed,1301.93,2024-01,Transport
Card payment,Current,2024-01-21,2024-01-22,Fnac,-54.04,EUR,Completed,-5616.68,2024-01,Shopping
Card payment,Current,2024-01-22,2024-01-23,Netflix,-96.44,EUR,Completed,-2940.15,2024-01,Entertainment
Card payment,Current,2024-01-22,2024-01-23,Mercadona,-48.57,EUR,Completed,-942.93,2024-01,Groceries
Card payment,Current,2024-01-22,2024-01-23,Booking.com,-27.76,EUR,Completed,-3629.6,2024-01,Travel
Card payment,Current,2024-01-22,2024-01-23,McDonald's,-18.27,EUR,Completed,-5862.82,2024-01,Dining
Card payment,Current,2024-01-22,2024-01-23,Lidl,-30.48,EUR,Completed,1015.32,2024-01,Groceries
Card payment,Current,2024-01-22,2024-01-23,Lidl,-58.43,EUR,Completed,1748.5,2024-01,Groceries
Card payment,Current,2024-01-22,2024-01-23,Netflix,-33.44,EUR,Completed,-5907.87,2024-01,Entertainment
Card payment,Current,2024-01-22,2024-01-23,Carrefour,-42.39,EUR,Completed,-5706.77,2024-01,Groceries
Card payment,Current,2024-01-23,2024-01-24,Cabify,-26.4,EUR,Completed,-7185.42,2024-01,Transport
Card payment,Current,2024-01-23,2024-01-24,McDonald's,-56.41,EUR,Completed,-1589.15,2024-01,Dining
Card payment,Current,2024-01-23,2024-01-24,McDonald's,-116.91,EUR,Completed,-7911.02,2024-01,Dining
Card payment,Current,2024-01-23,2024-01-24,Uber,-21.61,EUR,Completed,-6046.7,2024-01,Transport
Card payment,Current,2024-01-23,2024-01-24,Óptica,-54.81,EUR,Completed,-1999.5,2024-01,Health
Card payment,Current,2024-01-23,2024-01-24,Cabify,-81.59,EUR,Completed,-7393.55,2024-01,Transport
Card payment,Current,2024-01-23,2024-01-24,McDonald's,-6.64,EUR,Completed,134.25,2024-01,Dining
Card payment,Current,2024-01-24,2024-01-25,Lidl,-19.88,EUR,Completed,577.17,2024-01,Groceries
Card payment,Current,2024-01-24,2024-01-25,Carrefour,-33.74,EUR,Completed,1268.19,2024-01,Groceries
Card payment,Current,2024-01-24,2024-01-25,Fnac,-54.24,EUR,Completed,1116.28,2024-01,Shopping
Card payment,Current,2024-01-25,2024-01-26,Óptica,-4.98,EUR,Completed,-6224.08,2024-01,Health
Card payment,Current,2024-01-25,2024-01-26,Farmacia,-93.77,EUR,Completed,-4272.24,2024-01,Health
Card payment,Current,2024-01-25,2024-01-26,Zara,-30.62,EUR,Completed,858.08,2024-01,Clothing
Card payment,Current,2024-01-25,2024-01-26,Uber,-53.18,EUR,Completed,1341.91,2024-01,Transport
Card payment,Current,2024-01-25,2024-01-26,Farmacia,-107.71,EUR,Completed,-155.76,2024-01,Health
Card payment,Current,2024-01-25,2024-01-26,Steam,-70.21,EUR,Completed,-48.05,2024-01,Entertainment
Card payment,Current,2024-01-26,2024-01-27,Airbnb,-37.51,EUR,Completed,1456.84,2024-01,Travel
Card payment,Current,2024-01-26,2024-01-27,McDonald's,-50.02,EUR,Completed,965.3,2024-01,Dining
Card payment,Current,2024-01-26,2024-01-27,Netflix,-55.24,EUR,Completed,-1324.55,2024-01,Entertainment
Card payment,Current,2024-01-26,2024-01-27,Dentista,-137.09,EUR,Completed,-4639.79,2024-01,Health
Card payment,Current,2024-01-26,2024-01-27,Lidl,-32.25,EUR,Completed,-1208.01,2024-01,Groceries
Card payment,Current,2024-01-26,2024-01-27,Dentista,-114.94,EUR,Completed,-3480.89,2024-01,Health
Card payment,Current,2024-01-26,2024-01-27,Fnac,-126.35,EUR,Completed,-3257.62,2024-01,Shopping
Card payment,Current,2024-01-26,2024-01-27,McDonald's,-16.4,EUR,Completed,-5494.73,2024-01,Dining
Card payment,Current,2024-01-26,2024-01-27,Cabify,-16.42,EUR,Completed,-1663.03,2024-01,Transport
Card payment,Current,2024-01-27,2024-01-28,100 Montaditos,-47.82,EUR,Completed,-5199.44,2024-01,Dining
Card payment,Current,2024-01-27,2024-01-28,McDonald's,-9.17,EUR,Completed,1259.02,2024-01,Dining
Card payment,Current,2024-01-27,2024-01-28,Fnac,-48.76,EUR,Completed,1541.24,2024-01,Shopping
Card payment,Current,2024-01-27,2024-01-28,Metro de Madrid,-35.64,EUR,Completed,-1869.38,2024-01,Transport
Card payment,Current,2024-01-27,2024-01-28,Mercadona,-133.11,EUR,Completed,-6848.4,2024-01,Groceries
Card payment,Current,2024-01-27,2024-01-28,Uber,-45.09,EUR,Completed,-2179.72,2024-01,Transport
Card payment,Current,2024-01-27,2024-01-28,Cabify,-145.7,EUR,Completed,-4502.7,2024-01,Transport
Card payment,Current,2024-01-27,2024-01-28,McDonald's,-102.38,EUR,Completed,-7626.1,2024-01,Dining
Card payment,Current,2024-01-28,2024-01-29,Ryanair,-92.01,EUR,Completed,-6450.26,2024-01,Travel
Card payment,Current,2024-01-28,2024-01-29,Cabify,-54.3,EUR,Completed,-3683.9,2024-01,Transport
Card payment,Current,2024-01-28,2024-01-29,Fnac,-28.28,EUR,Completed,-2569.33,2024-01,Shopping
Card payment,Current,2024-01-28,2024-01-29,Ryanair,-18.52,EUR,Completed,-1343.07,2024-01,Travel
Card payment,Current,2024-01-28,2024-01-29,Dentista,-93.88,EUR,Completed,-7719.98,2024-01,Health
Card payment,Current,2024-01-28,2024-01-29,Burger King,-29.26,EUR,Completed,-5523.99,2024-01,Dining
Card payment,Current,2024-02-01,2024-02-02,Uber,-22.77,EUR,Completed,-15210.98,,Transport
Card payment,Current,2024-02-01,2024-02-02,Zara,-39.7,EUR,Completed,-16481.54,,Clothing
Card payment,Current,2024-02-01,2024-02-02,Farmacia,-41.12,EUR,Completed,-15282.89,,Health
Card payment,Current,2024-02-01,2024-02-02,Cabify,-26.26,EUR,Completed,-15237.24,,Transport
Card payment,Current,2024-02-01,2024-02-02,Óptica,-41.09,EUR,Completed,-15017.88,,Health
Card payment,Current,2024-02-01,2024-02-02,Mercadona,-54.62,EUR,Completed,-15602.62,,Groceries
Card payment,Current,2024-02-02,2024-02-03,Ryanair,-6.64,EUR,Completed,-14541.52,,Travel
Card payment,Current,2024-02-02,2024-02-03,Óptica,-22.15,EUR,Completed,-14285.98,,Health
Card payment,Current,2024-02-02,2024-02-03,Burger King,-22.69,EUR,Completed,-3833.26,2024-02,Dining
Card payment,Current,2024-02-02,2024-02-03,Carrefour,-13.58,EUR,Completed,-16247.92,,Groceries
Card payment,Current,2024-02-03,2024-02-04,Carrefour,-34.38,EUR,Completed,-13645.96,,Groceries
Card payment,Current,2024-02-03,2024-02-04,Booking.com,-52.99,EUR,Completed,-15473.81,,Travel
Card payment,Current,2024-02-03,2024-02-04,Fnac,-36.86,EUR,Completed,-15929.49,,Shopping
Card payment,Current,2024-02-03,2024-02-04,Spotify,-18.95,EUR,Completed,-15548.0,,Entertainment
Card payment,Current,2024-02-03,2024-02-04,Cabify,-14.51,EUR,Completed,-16908.55,,Transport
Card payment,Current,2024-02-03,2024-02-04,Booking.com,-17.87,EUR,Completed,-15780.75,,Travel
Card payment,Current,2024-02-04,2024-02-05,Burger King,-55.15,EUR,Completed,-14633.57,,Dining
Card payment,Current,2024-02-04,2024-02-05,Steam,-42.67,EUR,Completed,-15358.01,,Entertainment
Card payment,Current,2024-02-04,2024-02-05,Steam,-47.93,EUR,Completed,-17572.57,,Entertainment
Card payment,Current,2024-02-04,2024-02-05,Booking.com,-24.86,EUR,Completed,-16074.83,,Travel
Card payment,Current,2024-02-04,2024-02-05,Zara,-38.39,EUR,Completed,-16818.26,,Clothing
Card payment,Current,2024-02-04,2024-02-05,McDonald's,-16.25,EUR,Completed,-17682.0,,Dining
Card payment,Current,2024-02-04,2024-02-05,Burger King,-35.52,EUR,Completed,-17772.78,,Dining
Card payment,Current,2024-02-05,2024-02-06,Amazon,-25.35,EUR,Completed,-16562.11,,Shopping
Card payment,Current,2024-02-05,2024-02-06,Fnac,-52.35,EUR,Completed,-16666.2,,Shopping
Card payment,Current,2024-02-05,2024-02-06,Fnac,-29.8,EUR,Completed,-14969.47,,Shopping
Card payment,Current,2024-02-05,2024-02-06,Uber,-46.58,EUR,Completed,-14477.94,,Transport
Card payment,Current,2024-02-05,2024-02-06,Zara,-12.03,EUR,Completed,-3955.76,2024-02,Clothing
Card payment,Current,2024-02-05,2024-02-06,Steam,-56.32,EUR,Completed,-14197.84,,Entertainment
Card payment,Current,2024-02-05,2024-02-06,Lidl,-33.11,EUR,Completed,-13732.58,,Groceries
Card payment,Current,2024-02-05,2024-02-06,Lidl,-12.94,EUR,Completed,-15853.8,,Groceries
Card payment,Current,2024-02-05,2024-02-06,Zara,-56.05,EUR,Completed,-13611.58,,Clothing
Card payment,Current,2024-02-06,2024-02-07,Netflix,-41.59,EUR,Completed,-16331.88,,Entertainment
Card payment,Current,2024-02-06,2024-02-07,Steam,-30.4,EUR,Completed,-16696.6,,Entertainment
Card payment,Current,2024-02-06,2024-02-07,Farmacia,-9.57,EUR,Completed,-13699.47,,Health
Card payment,Current,2024-02-06,2024-02-07,Farmacia,-51.9,EUR,Completed,-14060.4,,Health
Card payment,Current,2024-02-07,2024-02-08,Cabify,-33.0,EUR,Completed,-17524.64,,Transport
Card payment,Current,2024-02-07,2024-02-08,Mercadona,-29.04,EUR,Completed,-13485.05,,Groceries
Card payment,Current,2024-02-07,2024-02-08,Zara,-49.89,EUR,Completed,-16891.77,,Clothing
Card payment,Current,2024-02-08,2024-02-09,Burger King,-59.42,EUR,Completed,-17444.94,,Dining
Card payment,Current,2024-02-08,2024-02-09,Cabify,-54.81,EUR,Completed,-15762.88,,Transport
Card payment,Current,2024-02-08,2024-02-09,Airbnb,-30.68,EUR,Completed,-15840.86,,Travel
Card payment,Current,2024-02-08,2024-02-09,Zara,-43.94,EUR,Completed,-13689.9,,Clothing
Card payment,Current,2024-02-08,2024-02-09,Metro de Madrid,-22.33,EUR,Completed,-16718.93,,Transport
Card payment,Current,2024-02-08,2024-02-09,100 Montaditos,-31.57,EUR,Completed,-16593.68,,Dining
Card payment,Current,2024-02-09,2024-02-10,Amazon,-41.73,EUR,Completed,-14370.75,,Shopping
Card payment,Current,2024-02-09,2024-02-10,McDonald's,-11.8,EUR,Completed,-15950.69,,Dining
Card payment,Current,2024-02-09,2024-02-10,Amazon,-41.72,EUR,Completed,-16049.97,,Shopping
Card payment,Current,2024-02-09,2024-02-10,Ryanair,-30.95,EUR,Completed,-13809.78,,Travel
Card payment,Current,2024-02-09,2024-02-10,Steam,-33.77,EUR,Completed,-4036.86,2024-02,Entertainment
Card payment,Current,2024-02-09,2024-02-10,Netflix,-11.79,EUR,Completed,-17478.49,,Entertainment
Card payment,Current,2024-02-09,2024-02-10,Netflix,-47.12,EUR,Completed,-3781.92,2024-02,Entertainment
Card payment,Current,2024-02-09,2024-02-10,Steam,-8.05,EUR,Completed,-15420.82,,Entertainment
Card payment,Current,2024-02-10,2024-02-11,Cabify,-2.93,EUR,Completed,-13958.73,,Transport
Card payment,Current,2024-02-10,2024-02-11,Steam,-56.83,EUR,Completed,-16441.84,,Entertainment
Card payment,Current,2024-02-10,2024-02-11,Zara,-21.94,EUR,Completed,-13955.8,,Clothing
Card payment,Current,2024-02-11,2024-02-12,Zara,-24.33,EUR,Completed,-13555.53,,Clothing
Card payment,Current,2024-02-11,2024-02-12,Metro de Madrid,-54.96,EUR,Completed,-14742.53,,Transport
Card payment,Current,2024-02-11,2024-02-12,Netflix,-44.78,EUR,Completed,-15188.21,,Entertainment
Card payment,Current,2024-02-11,2024-02-12,Uber,-34.34,EUR,Completed,-17125.65,,Transport
